Material ID,Material Name,Category,Durability Rating,Cost per Unit ($),Environmental Suitability,Supplier Availability,Lead Time (days),Sustainability Score,Thermal Conductivity (W/m·K),Compressive Strength (MPa),Fire Resistance Rating
3741,Insulation,Structural,8,224,Coastal,Medium,6,10,0.28,112,B
3742,Aluminum,Structural,10,74,Dry,High,10,6,1.92,280,D
3743,Wood,Structural,8,873,All,Medium,22,5,0.93,45,D
3744,Steel,Plumbing,6,598,Humid,Low,29,8,0.16,182,B
3745,Plastic,Finishing,6,555,All,High,21,6,2.28,328,D
3746,Aluminum,Electrical,10,569,All,Low,15,7,0.83,143,B
3747,Wood,Structural,7,256,All,Medium,7,1,1.16,182,A
3748,Stone,Plumbing,6,442,Humid,High,20,9,1.54,270,C
3749,Plastic,Electrical,7,559,Humid,Low,11,3,2.26,162,B
3750,Wood,Electrical,7,846,Coastal,Low,24,5,0.84,18,C
3751,Glass,Plumbing,7,133,Dry,High,15,5,2.09,10,C
3752,Brick,Structural,6,784,Humid,High,11,1,1.59,161,C
3753,Steel,Plumbing,7,975,All,High,24,6,2.11,256,A
3754,Wood,Electrical,8,498,Humid,Low,17,2,1.2,265,C
3755,Glass,Structural,9,74,All,Low,6,2,2.16,304,B
3756,Concrete,Finishing,10,264,Coastal,Low,7,6,0.54,199,D
3757,Concrete,Electrical,6,957,Humid,High,27,1,2.35,299,C
3758,Aluminum,Insulation,9,252,All,High,13,8,1.84,59,D
3759,Aluminum,Insulation,6,572,Coastal,Medium,27,1,0.2,316,B
3760,Concrete,Finishing,7,850,Coastal,Medium,20,6,1.3,334,A
3761,Brick,Structural,7,390,Coastal,Low,16,5,2.43,300,B
3762,Concrete,Structural,10,408,Coastal,Medium,7,6,1.67,207,C
3763,Concrete,Finishing,7,371,All,High,8,8,1.85,94,C
3764,Aluminum,Plumbing,10,955,Coastal,Medium,6,2,2.04,279,B
3765,Steel,Insulation,6,817,All,Low,6,2,0.47,339,C
3766,Concrete,Electrical,8,276,Dry,Medium,19,10,0.15,303,A
3767,Stone,Plumbing,8,213,Coastal,Low,27,2,0.32,185,D
3768,Insulation,Structural,6,416,Coastal,Medium,23,4,0.95,75,D
3769,Wood,Plumbing,8,406,Humid,Low,28,7,1.12,358,D
3770,Aluminum,Finishing,10,796,Coastal,Medium,17,5,0.31,231,C
3771,Plastic,Finishing,9,552,Coastal,High,23,6,1.01,137,D
3772,Glass,Finishing,10,283,All,Low,28,10,2.13,64,B
3773,Glass,Structural,8,823,All,Low,30,1,2.5,41,D
3774,Stone,Structural,9,578,Dry,Low,9,1,0.13,139,D
3775,Aluminum,Plumbing,9,566,Dry,High,24,8,0.91,217,A
3776,Concrete,Electrical,8,447,Coastal,Medium,18,2,1.03,309,A
3777,Steel,Finishing,9,329,All,High,20,7,0.56,295,C
3778,Stone,Electrical,8,228,Coastal,High,10,8,1.87,174,D
3779,Aluminum,Electrical,7,421,All,High,21,1,0.71,261,D
3780,Aluminum,Insulation,10,118,All,High,9,7,0.74,339,B
3781,Concrete,Insulation,8,664,Humid,Low,27,2,2.42,71,B
3782,Plastic,Plumbing,10,396,All,Medium,8,4,0.25,194,B
3783,Wood,Plumbing,7,599,Dry,Low,13,10,2.45,296,B
3784,Insulation,Insulation,6,197,Humid,Medium,11,8,1.25,271,C
3785,Brick,Electrical,7,743,Coastal,Low,30,7,1.95,309,D
3786,Glass,Electrical,9,475,All,Low,13,8,1.99,319,C
3787,Insulation,Electrical,8,994,Humid,Medium,24,2,0.46,323,D
3788,Brick,Electrical,8,341,Humid,Low,24,6,0.45,211,A
3789,Glass,Structural,6,595,Dry,High,11,5,0.96,330,B
3790,Brick,Structural,10,531,Humid,Low,6,10,0.2,264,C
3791,Steel,Insulation,10,136,All,Medium,26,10,1.56,220,A
3792,Plastic,Finishing,7,457,Coastal,Low,5,4,2.4,265,A
3793,Brick,Structural,7,401,Humid,Low,23,10,1.88,161,B
3794,Glass,Finishing,8,351,Coastal,Medium,23,1,1.88,116,C
3795,Plastic,Electrical,8,650,Dry,High,7,10,0.12,266,A
3796,Concrete,Structural,8,763,Humid,High,10,4,1.17,363,A
3797,Aluminum,Insulation,10,309,Dry,High,20,1,1.28,241,B
3798,Wood,Plumbing,8,557,All,Low,17,10,1.04,191,C
3799,Steel,Plumbing,6,550,Coastal,Medium,25,7,2.16,122,A
3800,Glass,Electrical,9,261,All,High,9,3,0.43,39,A
3801,Aluminum,Finishing,6,265,All,High,7,2,2.11,305,D
3802,Stone,Structural,7,231,All,Low,26,9,0.34,252,B
3803,Plastic,Insulation,10,542,Coastal,Low,10,3,1.21,314,A
3804,Concrete,Finishing,8,711,Humid,High,22,8,2.25,312,D
3805,Insulation,Insulation,8,195,Dry,Medium,5,5,1.71,204,C
3806,Plastic,Finishing,6,101,Dry,Low,20,7,1.84,388,A
3807,Steel,Finishing,10,81,Humid,Low,6,7,0.95,168,D
3808,Glass,Finishing,9,448,Dry,Medium,29,6,2.03,69,C
3809,Insulation,Insulation,10,575,All,Low,22,7,1.64,80,D
3810,Brick,Structural,6,80,Humid,Medium,28,10,0.36,383,C
3811,Wood,Plumbing,9,636,All,Medium,19,5,1.99,112,C
3812,Wood,Insulation,7,725,Humid,Medium,12,9,0.57,196,A
3813,Insulation,Structural,10,448,Humid,Medium,11,9,1.74,269,D
3814,Glass,Structural,7,370,Coastal,Low,11,4,1.4,390,C
3815,Glass,Plumbing,10,590,Dry,High,26,5,0.6,159,C
3816,Plastic,Structural,6,885,Coastal,Medium,17,1,2.12,175,B
3817,Plastic,Plumbing,10,104,Dry,High,8,10,2.08,110,A
3818,Steel,Structural,8,499,Humid,Low,24,6,1.38,243,D
3819,Concrete,Finishing,6,151,Humid,High,7,7,0.86,138,C
3820,Plastic,Finishing,8,381,Humid,Low,25,8,1.54,67,A
3821,Insulation,Plumbing,9,244,Dry,Low,24,3,0.99,62,D
3822,Plastic,Insulation,7,500,Coastal,Low,28,9,1.42,74,C
3823,Steel,Plumbing,10,448,Coastal,Low,7,6,0.56,61,B
3824,Aluminum,Plumbing,6,991,Coastal,High,30,8,0.52,46,B
3825,Insulation,Electrical,6,107,Humid,Medium,23,1,2.12,108,C
3826,Plastic,Insulation,10,931,Coastal,Low,30,8,1.67,225,A
3827,Wood,Insulation,6,755,Humid,High,5,5,1.21,376,A
3828,Glass,Electrical,6,548,All,Low,6,7,0.65,369,B
3829,Stone,Electrical,8,471,Dry,Low,9,1,1.14,146,A
3830,Stone,Plumbing,7,468,Coastal,Low,15,9,2.22,80,A
3831,Steel,Structural,8,674,Dry,Medium,17,7,1.83,396,C
3832,Brick,Structural,9,853,Dry,Low,11,5,0.14,122,A
3833,Insulation,Finishing,7,936,Dry,Low,10,7,2.08,47,C
3834,Stone,Finishing,7,248,Dry,Medium,23,4,0.8,238,A
3835,Concrete,Structural,6,333,All,Low,17,6,0.61,316,C
3836,Brick,Plumbing,6,772,Humid,Low,11,6,0.13,15,D
3837,Concrete,Insulation,8,498,Coastal,Low,19,8,1.11,329,C
3838,Insulation,Structural,10,656,Dry,Medium,13,8,0.67,36,D
3839,Insulation,Plumbing,9,138,All,Medium,7,5,1.7,20,C
3840,Concrete,Electrical,9,415,Coastal,High,30,5,0.19,269,A
3841,Steel,Plumbing,9,103,Humid,High,6,9,0.67,329,D
3842,Aluminum,Insulation,9,530,Humid,Low,5,3,2.24,141,B
3843,Plastic,Insulation,10,240,Coastal,High,17,1,1.77,14,D
3844,Aluminum,Structural,10,874,Dry,Low,30,3,1.55,291,C
3845,Aluminum,Finishing,8,89,Humid,Medium,8,7,0.84,140,C
3846,Wood,Plumbing,9,811,Humid,High,19,9,1.12,81,C
3847,Steel,Electrical,9,463,All,Medium,25,6,2.49,362,A
3848,Steel,Structural,6,172,Dry,Medium,8,3,0.38,183,B
3849,Stone,Structural,6,702,Dry,Low,19,7,1.63,366,B
3850,Concrete,Insulation,9,843,Dry,High,11,7,1.41,342,C
3851,Insulation,Finishing,6,556,Dry,High,14,10,0.87,349,B
3852,Stone,Insulation,7,911,All,Low,19,1,1.67,309,B
3853,Aluminum,Electrical,9,243,Dry,Medium,19,2,1.66,110,C
3854,Wood,Electrical,10,306,All,Medium,23,3,0.44,92,C
3855,Insulation,Structural,6,829,Dry,Low,28,7,1.14,381,A
3856,Plastic,Finishing,7,263,Humid,Medium,8,9,0.66,390,B
3857,Concrete,Insulation,10,65,Humid,High,26,8,2.02,317,C
3858,Stone,Electrical,9,922,Coastal,Low,14,6,1.08,276,A
3859,Steel,Electrical,9,755,Coastal,High,24,5,1.66,373,A
3860,Aluminum,Plumbing,7,991,Humid,Medium,14,5,0.84,281,A
3861,Glass,Plumbing,10,839,All,Medium,11,8,2.19,141,C
3862,Plastic,Plumbing,10,559,Dry,High,23,8,1.56,63,C
3863,Brick,Finishing,9,181,Humid,Medium,10,10,0.77,388,C
3864,Glass,Insulation,9,938,Humid,Low,20,8,0.67,87,B
3865,Wood,Finishing,10,824,Humid,High,26,2,1.07,340,D
3866,Concrete,Insulation,8,903,Coastal,Low,11,10,0.69,221,C
3867,Aluminum,Structural,8,372,Dry,Low,14,1,0.79,292,B
3868,Wood,Insulation,6,180,Coastal,Low,26,4,0.37,61,D
3869,Steel,Finishing,8,487,Humid,Low,16,7,1.05,38,D
3870,Wood,Plumbing,7,716,Coastal,Low,18,4,0.74,104,D
3871,Concrete,Plumbing,8,309,All,High,26,8,2.43,169,D
3872,Insulation,Finishing,8,978,Humid,Medium,26,9,1.44,113,A
3873,Aluminum,Electrical,8,334,Humid,Low,15,9,2.26,81,D
3874,Stone,Insulation,10,196,Coastal,Low,17,5,0.92,165,D
3875,Glass,Electrical,7,989,All,High,15,6,2.38,113,D
3876,Aluminum,Plumbing,6,600,Coastal,Medium,14,4,1.52,161,C
3877,Plastic,Plumbing,6,760,Dry,High,17,6,2.34,67,C
3878,Glass,Structural,8,350,Dry,Medium,17,5,0.51,119,C
3879,Insulation,Structural,10,558,All,Medium,8,7,1.78,307,C
3880,Insulation,Structural,9,595,Humid,Medium,14,2,0.97,295,D
3881,Insulation,Electrical,9,462,Humid,High,23,7,0.69,397,B
3882,Glass,Finishing,6,526,Dry,High,30,8,2.21,309,D
3883,Stone,Plumbing,8,689,Dry,High,28,5,1.88,334,A
3884,Insulation,Insulation,7,543,Dry,Low,8,1,0.78,75,A
3885,Stone,Plumbing,6,857,Humid,High,10,9,2.37,251,C
3886,Steel,Finishing,7,359,Coastal,High,11,7,1.08,68,C
3887,Glass,Finishing,9,121,Dry,Low,22,6,2.39,37,A
3888,Brick,Plumbing,10,872,Dry,Medium,10,4,0.65,174,D
3889,Wood,Finishing,9,674,Coastal,Low,23,8,1.75,56,A
3890,Plastic,Electrical,9,380,All,Medium,21,1,1.52,309,D
3891,Plastic,Finishing,7,774,Coastal,Low,5,7,1.95,138,C
3892,Plastic,Insulation,10,508,Humid,High,6,6,2.13,386,A
3893,Plastic,Electrical,6,77,Coastal,Medium,25,9,1.39,31,B
3894,Brick,Finishing,10,150,Dry,Medium,19,10,2.46,280,A
3895,Glass,Insulation,9,182,Humid,Medium,11,6,0.34,217,D
3896,Wood,Plumbing,8,322,Humid,Low,20,3,1.74,314,C
3897,Concrete,Electrical,9,457,All,Low,29,8,2.09,300,A
3898,Stone,Electrical,9,175,All,High,8,1,1.44,398,A
3899,Wood,Structural,7,165,Coastal,High,30,2,0.74,49,C
3900,Glass,Plumbing,7,878,All,Medium,13,6,2.04,57,D
3901,Plastic,Plumbing,9,96,All,High,14,3,0.4,244,D
3902,Glass,Electrical,7,758,Humid,Medium,29,3,0.95,70,B
3903,Concrete,Electrical,9,278,Humid,Low,16,2,2.34,243,A
3904,Plastic,Structural,8,714,Dry,Medium,17,6,0.68,175,A
3905,Concrete,Plumbing,10,767,Humid,Low,24,8,2.04,240,B
3906,Plastic,Structural,6,474,Dry,Low,18,3,2.44,161,B
3907,Steel,Structural,9,277,Dry,Low,23,5,0.43,216,C
3908,Concrete,Plumbing,6,566,All,High,17,7,1.31,25,C
3909,Wood,Finishing,9,150,Dry,Low,23,9,1.03,265,C
3910,Aluminum,Finishing,6,416,Humid,High,6,2,2.17,306,B
3911,Glass,Structural,9,205,Humid,Medium,24,3,2.02,283,B
3912,Concrete,Finishing,8,719,All,Medium,7,10,0.51,176,A
3913,Wood,Plumbing,8,647,Coastal,Low,20,2,1.65,298,B
3914,Concrete,Plumbing,6,304,All,Medium,26,7,1.71,340,A
3915,Insulation,Plumbing,6,879,Coastal,High,22,7,1.74,83,B
3916,Insulation,Finishing,6,898,All,Low,14,2,0.66,20,D
3917,Wood,Structural,7,378,Dry,High,25,6,0.1,202,A
3918,Steel,Structural,7,548,Coastal,High,8,9,0.72,169,D
3919,Aluminum,Electrical,7,482,Coastal,Low,11,7,1.88,33,B
3920,Plastic,Insulation,7,854,Coastal,Low,27,10,0.85,313,D
3921,Wood,Finishing,10,935,Coastal,High,19,4,1.94,87,A
3922,Plastic,Finishing,9,273,Humid,High,26,8,0.42,96,D
3923,Glass,Finishing,6,120,Coastal,High,22,10,1.08,196,A
3924,Plastic,Plumbing,7,58,Dry,Low,5,5,1.65,384,A
3925,Aluminum,Plumbing,9,599,Humid,High,8,3,0.36,50,A
3926,Stone,Insulation,8,636,Humid,Medium,13,10,0.99,86,D
3927,Aluminum,Electrical,9,732,Coastal,Medium,17,7,0.17,88,B
3928,Wood,Insulation,6,787,Dry,High,13,3,0.97,219,C
3929,Concrete,Finishing,10,742,Coastal,Medium,27,3,2.16,151,D
3930,Concrete,Finishing,8,410,All,Low,25,1,1.52,59,C
3931,Brick,Electrical,8,509,Dry,Medium,12,8,2.01,43,D
3932,Wood,Electrical,9,124,All,Medium,29,8,2.26,246,C
3933,Insulation,Electrical,10,868,Dry,Low,9,7,0.2,144,B
3934,Concrete,Structural,8,594,Dry,Low,13,6,0.98,351,B
3935,Insulation,Structural,10,868,Humid,High,8,1,1.81,98,A
3936,Stone,Structural,9,365,Humid,Medium,20,8,0.38,253,C
3937,Aluminum,Electrical,9,331,All,High,29,8,0.98,88,A
3938,Stone,Plumbing,9,925,Humid,Medium,19,10,0.24,63,B
3939,Glass,Structural,6,229,Dry,Low,25,2,1.99,143,B
3940,Wood,Plumbing,7,357,Humid,Low,11,8,0.29,231,D
3941,Glass,Insulation,6,86,Humid,Low,19,8,1.89,181,D
3942,Steel,Structural,10,249,Dry,Medium,17,3,1.13,48,D
3943,Plastic,Finishing,8,571,Coastal,Low,24,10,1.72,12,D
3944,Wood,Insulation,9,592,All,Low,20,9,2.18,185,D
3945,Wood,Electrical,9,517,Coastal,Medium,23,10,1.77,24,C
3946,Plastic,Finishing,8,417,Dry,Low,27,3,1.08,198,A
3947,Glass,Insulation,8,628,Humid,Medium,16,6,1.13,247,D
3948,Glass,Insulation,7,298,Dry,Medium,14,6,2.45,30,C
3949,Concrete,Plumbing,9,572,Coastal,High,26,2,1.38,390,A
3950,Glass,Structural,6,783,Dry,Medium,14,4,0.9,163,D
3951,Steel,Electrical,6,402,Humid,High,10,4,0.34,192,C
3952,Aluminum,Finishing,6,874,Dry,High,24,4,0.9,302,A
3953,Stone,Finishing,7,725,Coastal,Medium,27,5,1.92,111,C
3954,Plastic,Plumbing,6,385,All,Low,27,6,0.88,358,A
3955,Glass,Finishing,10,58,Coastal,Low,8,4,0.67,222,D
3956,Stone,Finishing,8,148,Humid,Medium,18,5,0.85,281,B
3957,Insulation,Structural,8,728,Dry,Medium,28,9,2.33,89,C
3958,Aluminum,Insulation,10,849,Coastal,Medium,25,8,0.47,193,C
3959,Concrete,Plumbing,9,685,Coastal,Low,9,5,2.02,367,C
3960,Brick,Finishing,6,524,Dry,High,24,6,1.61,294,B
3961,Glass,Plumbing,7,880,All,Low,15,5,2.05,69,C
3962,Brick,Structural,8,139,Dry,High,27,3,2.09,336,B
3963,Glass,Finishing,10,927,Humid,Medium,23,2,1.91,92,A
3964,Glass,Finishing,7,579,Humid,Medium,14,2,1.9,377,D
3965,Stone,Finishing,9,123,All,High,13,10,1.64,65,D
3966,Wood,Plumbing,6,56,Dry,High,25,5,1.17,386,B
3967,Insulation,Insulation,10,791,Humid,Low,15,1,0.61,11,D
3968,Plastic,Insulation,6,88,Coastal,Medium,12,2,2.36,37,A
3969,Glass,Electrical,7,898,Coastal,Medium,19,5,2.01,167,B
3970,Aluminum,Electrical,10,239,Humid,High,5,1,2.36,161,C
3971,Insulation,Finishing,7,501,Coastal,High,13,3,0.26,63,B
3972,Plastic,Electrical,7,175,Coastal,Low,9,10,1.56,12,D
3973,Insulation,Electrical,10,632,All,High,26,2,0.96,232,B
3974,Insulation,Plumbing,10,859,All,Medium,11,3,2.07,202,D
3975,Insulation,Structural,10,577,Coastal,Medium,24,5,0.28,88,D
3976,Glass,Electrical,6,386,All,High,26,3,0.68,118,D
3977,Stone,Plumbing,9,684,Coastal,Low,18,4,2.2,361,D
3978,Wood,Finishing,7,624,Coastal,Low,26,3,0.98,92,D
3979,Wood,Finishing,8,926,All,Medium,10,4,0.86,222,A
3980,Plastic,Plumbing,10,788,Dry,Low,18,3,2.03,382,D
3981,Steel,Insulation,8,864,Humid,Low,25,1,1.37,359,D
3982,Aluminum,Electrical,8,659,Humid,Low,10,9,0.11,207,C
3983,Stone,Finishing,10,434,Coastal,Low,24,4,0.71,181,A
3984,Concrete,Insulation,10,165,Humid,Medium,30,8,1.37,85,C
3985,Concrete,Structural,6,940,All,Low,15,3,1.06,149,C
3986,Plastic,Electrical,6,260,Coastal,High,18,7,2.01,297,C
3987,Aluminum,Finishing,9,179,Dry,Medium,26,8,1.66,148,A
3988,Wood,Finishing,8,752,All,High,8,6,1.98,94,C
3989,Insulation,Electrical,9,566,Coastal,High,11,9,0.97,123,B
3990,Glass,Insulation,7,877,All,Low,16,5,0.92,177,D
3991,Wood,Finishing,6,975,Dry,High,17,10,2.35,245,B
3992,Insulation,Electrical,9,596,All,Low,12,1,1.86,235,C
3993,Brick,Insulation,8,880,Coastal,High,6,5,1.69,84,B
3994,Insulation,Plumbing,9,304,All,Low,8,6,2.47,248,C
3995,Aluminum,Finishing,7,638,Coastal,High,26,3,2.15,356,B
3996,Brick,Electrical,10,794,Dry,High,17,5,0.43,242,C
3997,Aluminum,Plumbing,6,566,Coastal,High,20,2,1.57,92,A
3998,Glass,Insulation,6,479,Coastal,Low,25,5,2.24,385,C
3999,Brick,Finishing,8,732,Dry,Medium,17,1,0.52,43,A
4000,Wood,Electrical,6,110,Coastal,High,30,5,0.37,241,A
4001,Wood,Insulation,6,792,Humid,High,18,8,1.8,240,B
4002,Brick,Insulation,6,525,Dry,High,11,6,2.31,360,A
4003,Glass,Plumbing,6,923,Humid,Medium,12,8,0.24,327,B
4004,Steel,Plumbing,7,749,All,Low,28,1,0.72,397,C
4005,Glass,Electrical,10,979,Coastal,Low,17,6,1.1,251,B
4006,Brick,Structural,6,402,All,Low,29,7,1.57,115,C
4007,Aluminum,Electrical,8,647,Dry,Medium,23,4,1.06,305,C
4008,Insulation,Insulation,6,288,All,Medium,28,5,1.45,320,C
4009,Aluminum,Structural,10,785,All,Medium,27,4,1.54,370,B
4010,Concrete,Electrical,6,312,Humid,Low,11,3,1.58,168,C
4011,Wood,Electrical,7,645,Humid,High,7,6,1.28,287,B
4012,Insulation,Plumbing,7,238,Dry,Medium,13,4,2.04,183,D
4013,Wood,Electrical,8,913,Coastal,Medium,15,4,0.33,285,B
4014,Glass,Electrical,7,942,Coastal,Low,17,1,1.68,170,B
4015,Steel,Plumbing,9,692,Coastal,High,18,3,0.77,62,B
4016,Plastic,Plumbing,7,539,All,Medium,26,1,2.0,168,C
4017,Plastic,Insulation,9,606,Coastal,Low,18,2,1.96,260,A
4018,Steel,Insulation,10,554,Coastal,Low,24,9,1.38,120,D
4019,Glass,Structural,10,132,All,High,14,4,1.98,119,C
4020,Glass,Electrical,8,718,Dry,High,14,5,0.77,105,A
4021,Wood,Insulation,7,632,Dry,High,7,2,1.86,19,A
4022,Wood,Insulation,8,264,All,Medium,21,7,0.51,111,C
4023,Insulation,Insulation,7,810,Coastal,Medium,11,2,0.13,187,A
4024,Wood,Finishing,9,242,Dry,High,5,8,1.95,132,C
4025,Glass,Finishing,7,327,All,High,11,2,0.94,224,A
4026,Plastic,Electrical,8,264,Humid,Low,6,6,1.26,350,A
4027,Insulation,Insulation,10,596,Humid,Low,19,10,0.52,243,C
4028,Plastic,Insulation,10,473,All,High,25,6,0.32,154,D
4029,Wood,Plumbing,9,170,Dry,Medium,26,8,2.07,36,C
4030,Stone,Insulation,6,220,Humid,High,16,8,1.24,393,C
4031,Steel,Structural,9,265,Humid,Low,27,7,0.66,90,D
4032,Brick,Structural,8,415,Humid,High,19,5,0.43,279,C
4033,Aluminum,Finishing,7,84,Humid,Low,27,2,1.77,140,B
4034,Aluminum,Electrical,7,527,All,Low,22,8,2.41,154,A
4035,Glass,Insulation,8,620,All,High,21,1,2.03,215,D
4036,Plastic,Plumbing,6,598,Dry,Medium,12,2,1.86,118,B
4037,Glass,Plumbing,6,78,All,Medium,6,10,1.65,14,D
4038,Insulation,Electrical,10,155,Coastal,High,30,3,1.88,59,D
4039,Aluminum,Electrical,8,199,Humid,High,21,7,1.57,321,D
4040,Steel,Insulation,6,818,Dry,High,13,7,0.49,292,C
4041,Glass,Insulation,6,366,Coastal,High,21,4,2.2,348,A
4042,Aluminum,Structural,10,299,Dry,High,30,2,1.58,201,A
4043,Concrete,Insulation,9,983,Coastal,Low,11,9,0.87,152,B
4044,Glass,Plumbing,7,127,Humid,Medium,20,5,1.45,258,A
4045,Aluminum,Electrical,10,449,Dry,Low,11,3,2.06,257,B
4046,Glass,Electrical,10,507,Dry,Medium,26,9,1.06,59,C
4047,Glass,Finishing,7,281,Humid,High,13,2,1.91,295,A
4048,Plastic,Finishing,6,198,Coastal,Medium,26,9,0.17,373,D
4049,Stone,Structural,8,255,All,High,26,9,1.85,351,B
4050,Glass,Insulation,8,582,Dry,Medium,20,3,0.68,333,C
4051,Plastic,Insulation,8,210,All,Medium,5,6,2.02,333,C
4052,Plastic,Finishing,6,604,Humid,High,26,8,1.67,228,D
4053,Brick,Plumbing,10,264,Humid,Low,23,10,1.22,174,B
4054,Stone,Finishing,7,907,Humid,High,19,4,0.85,209,A
4055,Stone,Finishing,9,767,Dry,High,24,6,1.14,328,B
4056,Plastic,Plumbing,8,273,All,High,12,8,1.73,270,C
4057,Insulation,Insulation,6,517,Dry,High,13,1,1.54,392,C
4058,Glass,Finishing,7,250,Humid,High,17,9,2.13,345,B
4059,Stone,Finishing,10,546,All,Low,7,5,1.05,125,D
4060,Steel,Insulation,10,811,All,High,10,5,0.84,119,D
4061,Brick,Electrical,9,503,Coastal,Medium,15,9,0.37,193,D
4062,Insulation,Structural,8,95,Humid,High,14,5,0.32,329,B
4063,Glass,Finishing,10,630,Coastal,Medium,22,2,1.22,189,A
4064,Aluminum,Insulation,8,830,Humid,High,20,2,1.91,319,A
4065,Stone,Structural,10,911,All,Medium,11,5,2.5,115,B
4066,Aluminum,Structural,6,781,Humid,Medium,27,3,2.25,145,C
4067,Glass,Structural,7,810,All,Low,18,2,0.72,95,D
4068,Plastic,Structural,6,615,Dry,Low,18,5,1.38,69,C
4069,Plastic,Insulation,9,509,Coastal,High,14,2,0.24,160,B
4070,Steel,Plumbing,6,706,Humid,High,17,9,1.95,123,A
4071,Concrete,Insulation,6,355,Dry,High,18,4,0.4,43,A
4072,Aluminum,Electrical,6,420,Dry,Low,15,10,1.39,388,D
4073,Glass,Finishing,7,354,Dry,Medium,9,3,1.25,378,A
4074,Concrete,Electrical,7,753,Humid,High,11,6,2.23,124,C
4075,Brick,Electrical,9,393,Coastal,Medium,27,4,1.73,333,D
4076,Concrete,Structural,8,408,Coastal,Low,12,10,1.86,271,D
4077,Glass,Plumbing,7,572,Dry,Low,19,9,0.91,46,C
4078,Wood,Structural,9,916,All,High,10,6,2.23,179,D
4079,Aluminum,Electrical,7,831,Dry,High,26,1,0.15,100,D
4080,Insulation,Structural,8,968,Dry,Medium,22,5,0.64,198,C
4081,Concrete,Insulation,7,422,All,Low,7,6,0.43,287,D
4082,Aluminum,Insulation,8,110,Coastal,High,8,5,1.82,327,B
4083,Stone,Finishing,8,506,Humid,Medium,19,9,2.03,42,A
4084,Brick,Electrical,10,745,Coastal,High,22,8,1.35,290,B
4085,Aluminum,Insulation,8,117,Coastal,High,19,9,1.38,211,B
4086,Steel,Plumbing,9,1000,Humid,Low,13,9,1.73,86,B
4087,Brick,Plumbing,10,541,All,High,11,1,1.29,211,A
4088,Concrete,Finishing,10,871,Humid,Low,9,4,0.7,43,A
4089,Insulation,Structural,10,497,Coastal,Low,14,1,0.2,399,C
4090,Aluminum,Structural,8,386,Dry,Low,11,10,2.32,55,D
4091,Plastic,Insulation,9,672,All,High,23,10,2.06,40,C
4092,Brick,Finishing,6,709,Dry,Medium,6,4,1.63,262,C
4093,Aluminum,Insulation,10,311,Dry,Low,12,7,1.55,134,C
4094,Concrete,Electrical,7,837,Humid,Medium,28,5,2.03,184,A
4095,Aluminum,Plumbing,7,338,All,Medium,22,1,0.74,280,D
4096,Stone,Plumbing,10,615,Dry,High,29,8,0.41,368,C
4097,Wood,Plumbing,8,533,Dry,High,9,1,0.26,328,D
4098,Glass,Structural,9,896,Humid,Low,25,8,0.48,203,B
4099,Steel,Finishing,7,225,Coastal,High,7,8,0.72,195,D
4100,Insulation,Electrical,9,56,Humid,Medium,24,6,1.91,303,D
4101,Aluminum,Finishing,6,952,Dry,High,28,6,0.92,126,D
4102,Glass,Finishing,10,937,Humid,High,5,6,0.78,176,A
4103,Plastic,Electrical,10,409,Dry,Low,8,3,0.52,186,D
4104,Brick,Insulation,9,252,Coastal,High,28,4,0.96,215,B
4105,Wood,Electrical,6,789,Humid,High,29,7,0.15,202,C
4106,Plastic,Electrical,10,507,All,Medium,8,3,1.47,199,C
4107,Brick,Insulation,7,289,Dry,Low,30,8,1.41,376,D
4108,Steel,Structural,10,656,Coastal,High,29,10,2.47,297,D
4109,Concrete,Finishing,6,151,All,High,19,2,0.67,290,D
4110,Brick,Electrical,10,809,Dry,High,24,3,0.99,226,C
4111,Aluminum,Plumbing,7,295,Coastal,High,18,4,0.58,269,A
4112,Aluminum,Electrical,8,112,Dry,Medium,9,7,1.82,26,D
4113,Stone,Plumbing,7,918,All,Low,16,2,1.08,343,A
4114,Plastic,Plumbing,6,403,Dry,Low,13,9,0.74,210,A
4115,Concrete,Insulation,10,80,All,Medium,12,7,0.97,346,C
4116,Stone,Insulation,9,813,Humid,Low,14,8,0.8,346,B
4117,Stone,Insulation,10,300,Coastal,Medium,21,9,2.37,207,A
4118,Stone,Electrical,10,73,Coastal,Medium,9,10,2.33,116,C
4119,Insulation,Insulation,8,980,Dry,Medium,14,8,0.9,263,B
4120,Glass,Plumbing,6,876,Humid,Medium,6,6,0.2,181,A
4121,Brick,Electrical,9,680,All,Low,30,4,2.04,300,A
4122,Glass,Plumbing,9,302,Dry,Low,24,10,1.69,183,D
4123,Insulation,Electrical,7,483,Coastal,Low,25,10,1.39,124,D
4124,Brick,Plumbing,9,434,Humid,Medium,7,7,0.91,333,D
4125,Wood,Structural,6,623,Dry,High,22,4,0.15,272,D
4126,Steel,Insulation,6,395,Humid,Low,13,6,0.22,246,A
4127,Aluminum,Finishing,9,559,Coastal,Medium,30,4,1.51,380,B
4128,Brick,Structural,6,155,Dry,Medium,27,4,1.35,381,A
4129,Plastic,Plumbing,6,381,All,Low,7,5,2.37,93,C
4130,Steel,Finishing,6,761,Humid,Medium,7,9,1.93,94,A
4131,Glass,Structural,8,219,Humid,High,28,2,2.3,86,D
4132,Stone,Structural,9,475,Humid,Low,24,5,0.11,104,A
